4
4
1 2
4
0.3962	8.1504
0.4877	7.8974
0.6706	7.9278
1.2497	7.6871
1.6459	7.617
1.6764	7.6048
2.1031	7.4097
2.286	7.3792
3.1699	7.2908
3.2309	7.2939
4.0538	7.2238
4.6634	7.2542
4.9987	7.2725
5.9741	7.2847
6.2789	7.2847
7.0104	7.2847
8.0772	7.3609
8.9002	7.431
9.6317	6.8732
9.7841	6.7727
10.729	6.4679
11.1252	6.3795
11.5824	6.3063
12.192	6.2088
12.8321	6.0442
13.1369	6.0015
13.3502	5.904
13.9598	5.8583
14.9047	5.7516
15.4229	5.6693
15.5753	5.6693
15.9715	5.7394
16.1544	5.7333
16.8554	5.8918
17.1907	6.0442
17.3736	6.1356
17.8308	6.221
17.9527	6.2301
18.6233	6.2758
18.6538	6.2972
19.2634	6.4648
19.3853	6.5288
19.751	6.6264
20.513	6.8214
21.336	7.0866
22.1894	7.1384
22.799	7.178
22.9514	7.1811
23.0734	7.1872
23.8963	7.2329
24.4754	7.2908
24.7498	7.3213
25.969	7.4676
27.371	7.684
28.7122	7.9187
29.9009	8.1717
